Deeply Under Construction.

row     status      agegrp      cond        duration
----------------------------------------------------
 22212  recovered   age0_19     71|92      
 22220  recovered   age0_19     39|67      
 22244  recovered   age0_19     49|59      
 22259  recovered   age0_19     61|90      
 22262  recovered   age0_19     64|79      
 22296  recovered   age0_19     49|59      
 22343  recovered   age0_19     58|76      
 22372  recovered   age0_19     65|88      
 22408  recovered   age0_19     65|92      
 22409  recovered   age0_19     61|106     
 22439  recovered   age0_19     77|98      
 22444  recovered   age0_19     58|70      
 22447  recovered   age0_19     50|61      
 22451  recovered   age0_19     57|71      
 22453  recovered   age0_19     55|70      
 22523  recovered   age0_19     60|112     
 22632  recovered   age0_19     39|63      
 22664  recovered   age0_19     58|69      
 22703  recovered   age0_19     53|65      
 22706  recovered   age0_19     62|96      
 22715  recovered   age0_19     57|75      
 22782  recovered   age0_19     57|67      
 22818  recovered   age0_19     58|74      
 22819  recovered   age0_19     69|107     
 22930  recovered   age0_19     56|71      
 22987  recovered   age0_19     72|84      
 23020  recovered   age0_19     68|83      
 23042  recovered   age0_19     41|71      
 23090  recovered   age0_19     59|71      
 23101  recovered   age0_19     53|79      
 23132  recovered   age0_19     54|69|107  
 23134  recovered   age0_19     66|90      
 23155  recovered   age0_19     50|66      
 23162  recovered   age0_19     59|84      
 23172  recovered   age0_19     52|64      
 23238  recovered   age0_19     62|72      
 23246  recovered   age0_19     58|84      
 23249  recovered   age0_19     56|82      
 23272  recovered   age0_19     65|81      
 23377  recovered   age0_19     54|88      
 23379  recovered   age0_19     65|76      
 23482  recovered   age0_19     50|74      
 23501  recovered   age0_19     56|71      
 23541  recovered   age0_19     56|80      
 23590  recovered   age0_19     77|116     
 23625  recovered   age0_19     47|68      
 23637  recovered   age0_19     29|92      
 23727  recovered   age0_19     52|81      
 23767  recovered   age0_19     49|73      
 23778  recovered   age0_19     59|69      
 23809  recovered   age0_19     59|73      
 23837  recovered   age0_19     53|85      
 23845  recovered   age0_19     67|95      
 23890  recovered   age0_19     62|89      
 23930  recovered   age0_19     47|67      
 23942  recovered   age0_19     63|92      
 23949  recovered   age0_19     64|75      
 23960  recovered   age0_19     59|86      
 23980  recovered   age0_19     71|95      
 24003  recovered   age20_39    1|56       
 24004  recovered   age20_39    1|87|98    
 24005  recovered   age20_39    1|105      
 24006  recovered   age20_39    54|64|74   
 24007  recovered   age20_39    51|80      
 24008  recovered   age20_39    64|86      
 24010  recovered   age20_39    59|86      
 24019  recovered   age20_39    56|70      
 24026  recovered   age20_39    58|68      
 24030  recovered   age20_39    42|56|77   
 24033  recovered   age20_39    59|70      
 24042  recovered   age20_39    57|74|88   
 24047  recovered   age20_39    39|56      
 24057  recovered   age20_39    31|67      
 24060  recovered   age20_39    48|57      
 24061  recovered   age20_39    64|93      
 24073  recovered   age20_39    56|83      
 24074  recovered   age20_39    47|65      
 24075  recovered   age20_39    64|109     
 24076  recovered   age20_39    61|75      
 24080  recovered   age20_39    57|70      
 24085  recovered   age20_39    55|64      
 24087  recovered   age20_39    47|61      
 24089  recovered   age20_39    53|72|86   
 24093  recovered   age20_39    51|70      
 24096  recovered   age20_39    73|83|94   
 24099  recovered   age20_39    57|69      
 24100  recovered   age20_39    58|71      
 24101  recovered   age20_39    40|70      
 24103  recovered   age20_39    46|66|76   
 24105  recovered   age20_39    63|87      
 24107  recovered   age20_39    65|74      
 24110  recovered   age20_39    58|68      
 24111  recovered   age20_39    42|73      
 24113  recovered   age20_39    59|113     
 24117  recovered   age20_39    60|77|92   
 24120  recovered   age20_39    56|89      
 24126  recovered   age20_39    44|53      
 24127  recovered   age20_39    46|57      
 24130  recovered   age20_39    58|78|92   
 24132  recovered   age20_39    61|83      
 24136  recovered   age20_39    49|61      
 24138  recovered   age20_39    59|68      
 24142  recovered   age20_39    54|86      
 24145  recovered   age20_39    53|87      
 24149  recovered   age20_39    70|98      
 24151  recovered   age20_39    57|80      
 24153  recovered   age20_39    43|75      
 24157  recovered   age20_39    59|68      
 24158  recovered   age20_39    55|82      
 24164  recovered   age20_39    67|95      
 24170  recovered   age20_39    50|61|71   
 24171  recovered   age20_39    57|74      
 24175  recovered   age20_39    53|77      
 24177  recovered   age20_39    52|61      
 24178  recovered   age20_39    65|93      
 24184  recovered   age20_39    60|70      
 24185  recovered   age20_39    57|66      
 24189  recovered   age20_39    62|139     
 24190  recovered   age20_39    44|77      
 24192  recovered   age20_39    57|67      
 24195  recovered   age20_39    55|66      
 24196  recovered   age20_39    51|60      
 24199  recovered   age20_39    53|66|84   
 24200  recovered   age20_39    51|65      
 24201  recovered   age20_39    62|112     
 24204  recovered   age20_39    60|70      
 24207  recovered   age20_39    55|67      
 24219  recovered   age20_39    46|65      
 24220  recovered   age20_39    46|66      
 24221  recovered   age20_39    45|59|74   
 24223  recovered   age20_39    53|81      
 24225  recovered   age20_39    44|67      
 24227  recovered   age20_39    53|69      
 24229  recovered   age20_39    38|47      
 24230  recovered   age20_39    67|91      
 24231  recovered   age20_39    68|79      
 24237  recovered   age20_39    57|115     
 24243  recovered   age20_39    61|93      
 24246  recovered   age20_39    6|50       
 24247  recovered   age20_39    45|60|73   
 24248  recovered   age20_39    58|78      
 24249  recovered   age20_39    62|80      
 24254  recovered   age20_39    49|64      
 24263  recovered   age20_39    51|69      
 24267  recovered   age20_39    50|83      
 24269  recovered   age20_39    45|62      
 24272  recovered   age20_39    73|85      
 24273  recovered   age20_39    68|82      
 24275  recovered   age20_39    42|59      
 24277  recovered   age20_39    56|110     
 24278  recovered   age20_39    76|88      
 24279  recovered   age20_39    60|72      
 24280  recovered   age20_39    54|63      
 24282  recovered   age20_39    54|84      
 24285  recovered   age20_39    53|64      
 24287  recovered   age20_39    59|81      
 24289  recovered   age20_39    44|56      
 24291  recovered   age20_39    53|69|114  
 24292  recovered   age20_39    56|68|77   
 24294  recovered   age20_39    55|68|84   
 24297  recovered   age20_39    51|65      
 24299  recovered   age20_39    55|64      
 24300  recovered   age20_39    39|50      
 24304  recovered   age20_39    64|84      
 24312  recovered   age20_39    36|46      
 24325  recovered   age20_39    59|69      
 24335  recovered   age20_39    48|66|82   
 24336  recovered   age20_39    46|56      
 24343  recovered   age20_39    58|67      
 24345  recovered   age20_39    57|66      
 24347  recovered   age20_39    57|93      
 24349  recovered   age20_39    46|76      
 24350  recovered   age20_39    32|54|89   
 24354  recovered   age20_39    76|92      
 24358  recovered   age20_39    56|71      
 24360  recovered   age20_39    54|63      
 24362  recovered   age20_39    45|80      
 24363  recovered   age20_39    52|92      
 24366  recovered   age20_39    48|66|78   
 24367  recovered   age20_39    49|61      
 24368  recovered   age20_39    54|70      
 24370  recovered   age20_39    66|82|94   
 24375  recovered   age20_39    48|60      
 24376  recovered   age20_39    46|62|82   
 24377  recovered   age20_39    59|70      
 24380  recovered   age20_39    43|64|73|10
 24381  recovered   age20_39    46|58|67|78
 24383  recovered   age20_39    70|80      
 24387  recovered   age20_39    46|56      
 24390  recovered   age20_39    55|86|98   
 24391  recovered   age20_39    58|75      
 24393  recovered   age20_39    76|92      
 24396  recovered   age20_39    55|70      
 24398  recovered   age20_39    57|87      
 24400  recovered   age20_39    48|64|108  
 24402  recovered   age20_39    45|54|74   
 24403  recovered   age20_39    66|78      
 24405  recovered   age20_39    57|91      
 24406  recovered   age20_39    47|68|86   
 24414  recovered   age20_39    46|89      
 24416  recovered   age20_39    28|52      
 24419  recovered   age20_39    62|72      
 24420  recovered   age20_39    42|70      
 24422  recovered   age20_39    54|64      
 24424  recovered   age20_39    55|73      
 24425  recovered   age20_39    54|85      
 24432  recovered   age20_39    53|100     
 24433  recovered   age20_39    54|82      
 24437  recovered   age20_39    55|64      
 24440  recovered   age20_39    56|77      
 24441  recovered   age20_39    50|60|79|97
 24442  recovered   age20_39    43|68      
 24448  recovered   age20_39    49|79      
 24453  recovered   age20_39    61|77      
 24454  recovered   age20_39    47|80      
 24455  recovered   age20_39    60|100     
 24463  recovered   age20_39    51|67      
 24464  recovered   age20_39    50|74      
 24466  recovered   age20_39    55|75      
 24468  recovered   age20_39    65|79|102  
 24469  recovered   age20_39    55|79      
 24470  recovered   age20_39    51|68      
 24472  recovered   age20_39    55|79      
 24474  recovered   age20_39    52|65|86   
 24477  recovered   age20_39    49|58|67|85
 24493  recovered   age20_39    63|78      
 24494  recovered   age20_39    61|74      
 24497  recovered   age20_39    47|63      
 24501  recovered   age20_39    51|62|88   
 24502  recovered   age20_39    47|80      
 24504  recovered   age20_39    49|67      
 24506  recovered   age20_39    41|54|84   
 24507  recovered   age20_39    32|50|67   
 24509  recovered   age20_39    50|66      
 24513  recovered   age20_39    48|64      
 24516  recovered   age20_39    69|81      
 24520  recovered   age20_39    57|67      
 24521  recovered   age20_39    68|88      
 24524  recovered   age20_39    53|67      
 24525  recovered   age20_39    52|80      
 24528  recovered   age20_39    39|61|87   
 24529  recovered   age20_39    40|80|92   
 24533  recovered   age20_39    64|81      
 24541  recovered   age20_39    54|96      
 24543  recovered   age20_39    64|74      
 24546  recovered   age20_39    45|87      
 24547  recovered   age20_39    51|62      
 24560  recovered   age20_39    46|72      
 24561  recovered   age20_39    43|63|72|10
 24566  recovered   age20_39    64|80      
 24568  recovered   age20_39    48|59|74   
 24571  recovered   age20_39    51|66      
 24579  recovered   age20_39    63|72      
 24580  recovered   age20_39    62|86      
 24581  recovered   age20_39    69|78      
 24583  recovered   age20_39    61|75      
 24584  recovered   age20_39    65|91      
 24586  recovered   age20_39    42|61      
 24588  recovered   age20_39    58|84|99   
 24591  recovered   age20_39    58|67      
 24594  recovered   age20_39    50|65      
 24597  recovered   age20_39    60|74|87   
 24598  recovered   age20_39    54|66      
 24600  recovered   age20_39    55|91      
 24602  recovered   age20_39    60|70      
 24603  recovered   age20_39    80|101     
 24604  recovered   age20_39    63|78      
 24605  recovered   age20_39    45|67      
 24610  recovered   age20_39    36|51      
 24611  recovered   age20_39    59|69|78   
 24613  recovered   age20_39    55|75      
 24621  recovered   age20_39    48|63|74|87
 24623  recovered   age20_39    86|97      
 24626  recovered   age20_39    56|73|90   
 24627  recovered   age20_39    58|75      
 24631  recovered   age20_39    66|81      
 24632  recovered   age20_39    61|70      
 24639  recovered   age20_39    65|98      
